Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.029999999,-0.02,December,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.079999998,0.050000001,February,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.039999999,0.07,February,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.039999999,-0.02,February,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.079999998,0.039999999,January,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.050000001,-0.02,January,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.090000004,0.050000001,March,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.050000001,0.079999998,March,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.039999999,-0.029999999,March,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.129999995,0.07,May,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.059999999,0.090000004,May,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.079999998,-0.029999999,May,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.039999999,0.029999999,November,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.02,-0.02,November,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.02,0.02,October,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.01,-0.02,October,External,335
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.07,0.059999999,April,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.079999998,0.090000004,April,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,April,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.029999999,0.029999999,December,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,-0.01,-0.02,December,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.059999999,0.050000001,February,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.07,0.07,February,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,-0.02,-0.02,February,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.050000001,0.039999999,January,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.059999999,0.07,January,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,-0.01,-0.02,January,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.059999999,0.050000001,March,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.079999998,0.079999998,March,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,-0.02,-0.029999999,March,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.079999998,0.07,May,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.090000004,0.090000004,May,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,May,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.02,0.029999999,November,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,0.01,-0.02,November,External,585
319-2013-14-All Students-Entry-External,319,2013-14,All Students,Entry,0.02,0.02,October,External,585
319-2013-14-All Students-Withdrawal-External,319,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,585
319-2013-14-All Students-Net Cumulative-External,319,2013-14,All Students,Net Cumulative,0.01,-0.02,October,External,585
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.029999999,0.059999999,April,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.039999999,0.079999998,April,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,-0.01,-0.02,April,External,381
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.01,0.029999999,December,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.01,0.059999999,December,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,0,-0.02,December,External,381
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.029999999,0.050000001,February,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.02,0.07,February,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,0,-0.02,February,External,381
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.01,0.039999999,January,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.02,0.07,January,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,-0.01,-0.02,January,External,381
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.029999999,0.050000001,March,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.029999999,0.079999998,March,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,March,External,381
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.050000001,0.059999999,May,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.039999999,0.090000004,May,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,0.01,-0.029999999,May,External,381
321-2013-14-All Students-Entry-External,321,2013-14,All Students,Entry,0.01,0.029999999,November,External,381
321-2013-14-All Students-Withdrawal-External,321,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,381
321-2013-14-All Students-Net Cumulative-External,321,2013-14,All Students,Net Cumulative,0,-0.02,November,External,381
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.119999997,0.059999999,April,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.07,0.090000004,April,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.059999999,-0.029999999,April,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.059999999,0.029999999,December,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.039999999,0.059999999,December,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.02,-0.02,December,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.090000004,0.050000001,February,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.039999999,0.07,February,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.050000001,-0.02,February,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.079999998,0.039999999,January,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.039999999,0.07,January,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.039999999,-0.02,January,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.109999999,0.050000001,March,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.07,0.079999998,March,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.050000001,-0.029999999,March,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.119999997,0.07,May,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.079999998,0.090000004,May,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.050000001,-0.029999999,May,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.039999999,0.029999999,November,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.029999999,-0.02,November,External,290
322-2013-14-All Students-Entry-External,322,2013-14,All Students,Entry,0.01,0.02,October,External,290
322-2013-14-All Students-Withdrawal-External,322,2013-14,All Students,Withdrawal,0,0.039999999,October,External,290
322-2013-14-All Students-Net Cumulative-External,322,2013-14,All Students,Net Cumulative,0.01,-0.02,October,External,290
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.039999999,0.07,April,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.039999999,0.090000004,April,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.02,April,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.02,0.050000001,December,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.02,December,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.029999999,0.059999999,February,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.029999999,0.079999998,February,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.02,February,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.029999999,0.050000001,January,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.02,0.07,January,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.01,January,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.029999999,0.07,March,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.029999999,0.079999998,March,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.02,March,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.039999999,0.079999998,May,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.050000001,0.100000001,May,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,-0.01,-0.02,May,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.01,0.039999999,November,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.01,November,External,442
324-2013-14-All Students-Entry-External,324,2013-14,All Students,Entry,0.01,0.029999999,October,External,442
324-2013-14-All Students-Withdrawal-External,324,2013-14,All Students,Withdrawal,0.01,0.050000001,October,External,442
324-2013-14-All Students-Net Cumulative-External,324,2013-14,All Students,Net Cumulative,0,-0.01,October,External,442
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.100000001,0.059999999,April,External,414
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.059999999,0.090000004,April,External,414
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0.039999999,-0.029999999,April,External,414
325-2013-14-All Students-Entry-External,325,2013-14,All Students,Entry,0.039999999,0.029999999,December,External,414
325-2013-14-All Students-Withdrawal-External,325,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,414
325-2013-14-All Students-Net Cumulative-External,325,2013-14,All Students,Net Cumulative,0,-0.02,December,External,414
