Key,LEA Code,School_Code,school name,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize,,,,,,,
370-2013-14-Special Education-In-Seat Attendance Rate-External,1,370,Langley EC,2013-14,Special Education,In-Seat Attendance Rate,91,92,External,66,,,,,,,
402-2013-14-All Students-In-Seat Attendance Rate-External,1,402,Benjamin Banneker HS,2013-14,All Students,In-Seat Attendance Rate,94,80,External,438,,,,,,,
402-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,402,Benjamin Banneker HS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,94,79,External,378,,,,,,,
402-2013-14-Female-In-Seat Attendance Rate-External,1,402,Benjamin Banneker HS,2013-14,Female,In-Seat Attendance Rate,94,81,External,330,,,,,,,
402-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,402,Benjamin Banneker HS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,93,78,External,266,,,,,,,
402-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,402,Benjamin Banneker HS,2013-14,Hispanic / Latino,In-Seat Attendance Rate,95,83,External,45,,,,,,,
402-2013-14-Male-In-Seat Attendance Rate-External,1,402,Benjamin Banneker HS,2013-14,Male,In-Seat Attendance Rate,95,80,External,108,,,,,,,
404-2013-14-All Students-In-Seat Attendance Rate-External,1,404,Browne EC,2013-14,All Students,In-Seat Attendance Rate,90,93,External,423,,,,,,,
404-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,404,Browne EC,2013-14,Black non-Hispanic,In-Seat Attendance Rate,90,92,External,407,,,,,,,
404-2013-14-Female-In-Seat Attendance Rate-External,1,404,Browne EC,2013-14,Female,In-Seat Attendance Rate,90,93,External,210,,,,,,,
404-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,404,Browne EC,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,90,92,External,387,,,,,,,
404-2013-14-Male-In-Seat Attendance Rate-External,1,404,Browne EC,2013-14,Male,In-Seat Attendance Rate,91,93,External,213,,,,,,,
404-2013-14-Special Education-In-Seat Attendance Rate-External,1,404,Browne EC,2013-14,Special Education,In-Seat Attendance Rate,87,92,External,72,,,,,,,
405-2013-14-All Students-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,All Students,In-Seat Attendance Rate,94,92,External,1330,,,,,,,
405-2013-14-Asian-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Asian,In-Seat Attendance Rate,95,97,External,76,,,,,,,
405-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,93,91,External,408,,,,,,,
405-2013-14-Female-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Female,In-Seat Attendance Rate,93,92,External,659,,,,,,,
405-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,92,92,External,268,,,,,,,
405-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Hispanic / Latino,In-Seat Attendance Rate,93,95,External,190,,,,,,,
405-2013-14-Male-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Male,In-Seat Attendance Rate,94,92,External,671,,,,,,,
405-2013-14-Multiracial-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Multiracial,In-Seat Attendance Rate,94,94,External,84,,,,,,,
405-2013-14-Special Education-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,Special Education,In-Seat Attendance Rate,91,90,External,128,,,,,,,
405-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,405,Deal MS,2013-14,White non-Hispanic,In-Seat Attendance Rate,94,95,External,567,,,,,,,
407-2013-14-All Students-In-Seat Attendance Rate-External,1,407,Eliot Hine MS,2013-14,All Students,In-Seat Attendance Rate,88,92,External,381,,,,,,,
407-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,407,Eliot Hine MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,88,91,External,374,,,,,,,
407-2013-14-Female-In-Seat Attendance Rate-External,1,407,Eliot Hine MS,2013-14,Female,In-Seat Attendance Rate,88,92,External,188,,,,,,,
407-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,407,Eliot Hine MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,89,92,External,360,,,,,,,
407-2013-14-Male-In-Seat Attendance Rate-External,1,407,Eliot Hine MS,2013-14,Male,In-Seat Attendance Rate,89,92,External,193,,,,,,,
407-2013-14-Special Education-In-Seat Attendance Rate-External,1,407,Eliot Hine MS,2013-14,Special Education,In-Seat Attendance Rate,89,90,External,88,,,,,,,
409-2013-14-All Students-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,All Students,In-Seat Attendance Rate,95,93,External,376,,,,,,,
409-2013-14-Asian-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Asian,In-Seat Attendance Rate,98,96,External,31,,,,,,,
409-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Black non-Hispanic,In-Seat Attendance Rate,94,92,External,223,,,,,,,
409-2013-14-Female-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Female,In-Seat Attendance Rate,94,93,External,179,,,,,,,
409-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,94,92,External,172,,,,,,,
409-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Hispanic / Latino,In-Seat Attendance Rate,93,95,External,46,,,,,,,
409-2013-14-Male-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Male,In-Seat Attendance Rate,95,93,External,197,,,,,,,
409-2013-14-Multiracial-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Multiracial,In-Seat Attendance Rate,96,95,External,17,,,,,,,
409-2013-14-Special Education-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,Special Education,In-Seat Attendance Rate,93,92,External,39,,,,,,,
409-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,409,School Without Walls at Francis Stevens,2013-14,White non-Hispanic,In-Seat Attendance Rate,96,96,External,56,,,,,,,
413-2013-14-All Students-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,All Students,In-Seat Attendance Rate,89,92,External,812,,,,,,,
413-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,89,91,External,791,,,,,,,
413-2013-14-Female-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,Female,In-Seat Attendance Rate,89,92,External,372,,,,,,,
413-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,89,92,External,720,,,,,,,
413-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,Hispanic / Latino,In-Seat Attendance Rate,91,95,External,16,,,,,,,
413-2013-14-Male-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,Male,In-Seat Attendance Rate,89,92,External,440,,,,,,,
413-2013-14-Special Education-In-Seat Attendance Rate-External,1,413,Hart MS,2013-14,Special Education,In-Seat Attendance Rate,91,90,External,187,,,,,,,
416-2013-14-All Students-In-Seat Attendance Rate-External,1,416,Johnson  John Hayden MS,2013-14,All Students,In-Seat Attendance Rate,87,92,External,364,,,,,,,
416-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,416,Johnson  John Hayden MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,87,91,External,361,,,,,,,
416-2013-14-Female-In-Seat Attendance Rate-External,1,416,Johnson  John Hayden MS,2013-14,Female,In-Seat Attendance Rate,87,92,External,187,,,,,,,
416-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,416,Johnson  John Hayden MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,87,92,External,339,,,,,,,
416-2013-14-Male-In-Seat Attendance Rate-External,1,416,Johnson  John Hayden MS,2013-14,Male,In-Seat Attendance Rate,86,92,External,177,,,,,,,
416-2013-14-Special Education-In-Seat Attendance Rate-External,1,416,Johnson  John Hayden MS,2013-14,Special Education,In-Seat Attendance Rate,85,90,External,84,,,,,,,
417-2013-14-All Students-In-Seat Attendance Rate-External,1,417,Kramer MS,2013-14,All Students,In-Seat Attendance Rate,92,92,External,548,,,,,,,
417-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,417,Kramer MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,92,91,External,539,,,,,,,
417-2013-14-Female-In-Seat Attendance Rate-External,1,417,Kramer MS,2013-14,Female,In-Seat Attendance Rate,93,92,External,251,,,,,,,
417-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,417,Kramer MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,92,92,External,472,,,,,,,
417-2013-14-Male-In-Seat Attendance Rate-External,1,417,Kramer MS,2013-14,Male,In-Seat Attendance Rate,91,92,External,297,,,,,,,
417-2013-14-Special Education-In-Seat Attendance Rate-External,1,417,Kramer MS,2013-14,Special Education,In-Seat Attendance Rate,92,90,External,113,,,,,,,
421-2013-14-All Students-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,All Students,In-Seat Attendance Rate,90,92,External,674,,,,,,,
421-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,90,91,External,651,,,,,,,
421-2013-14-Female-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,Female,In-Seat Attendance Rate,90,92,External,317,,,,,,,
421-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,90,92,External,624,,,,,,,
421-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,Hispanic / Latino,In-Seat Attendance Rate,93,95,External,20,,,,,,,
421-2013-14-Male-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,Male,In-Seat Attendance Rate,90,92,External,357,,,,,,,
421-2013-14-Special Education-In-Seat Attendance Rate-External,1,421,Kelly Miller MS,2013-14,Special Education,In-Seat Attendance Rate,87,90,External,130,,,,,,,
427-2013-14-All Students-In-Seat Attendance Rate-External,1,427,Sousa MS,2013-14,All Students,In-Seat Attendance Rate,88,92,External,402,,,,,,,
427-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,427,Sousa MS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,88,91,External,396,,,,,,,
427-2013-14-Female-In-Seat Attendance Rate-External,1,427,Sousa MS,2013-14,Female,In-Seat Attendance Rate,89,92,External,193,,,,,,,
427-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,427,Sousa MS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,88,92,External,364,,,,,,,
427-2013-14-Male-In-Seat Attendance Rate-External,1,427,Sousa MS,2013-14,Male,In-Seat Attendance Rate,87,92,External,208,,,,,,,
427-2013-14-Special Education-In-Seat Attendance Rate-External,1,427,Sousa MS,2013-14,Special Education,In-Seat Attendance Rate,87,90,External,80,,,,,,,
428-2013-14-All Students-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,All Students,In-Seat Attendance Rate,93,92,External,495,,,,,,,
428-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,Black non-Hispanic,In-Seat Attendance Rate,93,91,External,431,,,,,,,
428-2013-14-Female-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,Female,In-Seat Attendance Rate,94,92,External,256,,,,,,,
428-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,92,92,External,281,,,,,,,
428-2013-14-Male-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,Male,In-Seat Attendance Rate,93,92,External,239,,,,,,,
428-2013-14-Special Education-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,Special Education,In-Seat Attendance Rate,92,90,External,57,,,,,,,
428-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,428,Stuart Hobson MS (Capitol Hill Cluster),2013-14,White non-Hispanic,In-Seat Attendance Rate,96,95,External,48,,,,,,,
433-2013-14-All Students-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,All Students,In-Seat Attendance Rate,87,92,External,380,,,,,,,
433-2013-14-Asian-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Asian,In-Seat Attendance Rate,98,97,External,14,,,,,,,
433-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Black non-Hispanic,In-Seat Attendance Rate,86,91,External,334,,,,,,,
433-2013-14-Female-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Female,In-Seat Attendance Rate,88,92,External,199,,,,,,,
433-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,88,92,External,354,,,,,,,
433-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Hispanic / Latino,In-Seat Attendance Rate,92,95,External,25,,,,,,,
433-2013-14-Male-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Male,In-Seat Attendance Rate,87,92,External,181,,,,,,,
433-2013-14-Special Education-In-Seat Attendance Rate-External,1,433,Jefferson Middle School Academy,2013-14,Special Education,In-Seat Attendance Rate,84,90,External,79,,,,,,,
435-2013-14-All Students-In-Seat Attendance Rate-External,1,435,Mckinley Middle School,2013-14,All Students,In-Seat Attendance Rate,93,92,External,230,,,,,,,
435-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,435,Mckinley Middle School,2013-14,Black non-Hispanic,In-Seat Attendance Rate,93,91,External,220,,,,,,,
435-2013-14-Female-In-Seat Attendance Rate-External,1,435,Mckinley Middle School,2013-14,Female,In-Seat Attendance Rate,93,92,External,121,,,,,,,
435-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,435,Mckinley Middle School,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,93,92,External,191,,,,,,,
435-2013-14-Male-In-Seat Attendance Rate-External,1,435,Mckinley Middle School,2013-14,Male,In-Seat Attendance Rate,93,92,External,109,,,,,,,
435-2013-14-Special Education-In-Seat Attendance Rate-External,1,435,Mckinley Middle School,2013-14,Special Education,In-Seat Attendance Rate,92,90,External,60,,,,,,,
442-2013-14-All Students-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,All Students,In-Seat Attendance Rate,87,85,External,1461,,,,,,,
442-2013-14-Asian-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Asian,In-Seat Attendance Rate,94,92,External,31,,,,,,,
442-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Black non-Hispanic,In-Seat Attendance Rate,86,84,External,467,,,,,,,
442-2013-14-Female-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Female,In-Seat Attendance Rate,87,86,External,754,,,,,,,
442-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,88,84,External,1156,,,,,,,
442-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Hispanic / Latino,In-Seat Attendance Rate,88,88,External,940,,,,,,,
442-2013-14-Limited English Proficiency-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Limited English Proficiency,In-Seat Attendance Rate,92,89,External,71,,,,,,,
442-2013-14-Male-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Male,In-Seat Attendance Rate,88,85,External,707,,,,,,,
442-2013-14-Special Education-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,Special Education,In-Seat Attendance Rate,86,81,External,142,,,,,,,
442-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,442,Columbia Heights EC (CHEC),2013-14,White non-Hispanic,In-Seat Attendance Rate,83,91,External,14,,,,,,,
450-2013-14-All Students-In-Seat Attendance Rate-External,1,450,Anacostia HS,2013-14,All Students,In-Seat Attendance Rate,58,79,External,1246,,,,,,,
450-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,450,Anacostia HS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,58,78,External,1236,,,,,,,
450-2013-14-Female-In-Seat Attendance Rate-External,1,450,Anacostia HS,2013-14,Female,In-Seat Attendance Rate,58,79,External,605,,,,,,,
450-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,450,Anacostia HS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,58,77,External,1004,,,,,,,
450-2013-14-Male-In-Seat Attendance Rate-External,1,450,Anacostia HS,2013-14,Male,In-Seat Attendance Rate,59,79,External,641,,,,,,,
450-2013-14-Special Education-In-Seat Attendance Rate-External,1,450,Anacostia HS,2013-14,Special Education,In-Seat Attendance Rate,52,76,External,339,,,,,,,
452-2013-14-All Students-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,All Students,In-Seat Attendance Rate,63,79,External,1196,,,,,,,
452-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,Black non-Hispanic,In-Seat Attendance Rate,63,78,External,1177,,,,,,,
452-2013-14-Female-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,Female,In-Seat Attendance Rate,63,79,External,562,,,,,,,
452-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,63,77,External,981,,,,,,,
452-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,Hispanic / Latino,In-Seat Attendance Rate,68,79,External,10,,,,,,,
452-2013-14-Male-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,Male,In-Seat Attendance Rate,63,79,External,634,,,,,,,
452-2013-14-Special Education-In-Seat Attendance Rate-External,1,452,Ballou HS,2013-14,Special Education,In-Seat Attendance Rate,58,76,External,340,,,,,,,
454-2013-14-All Students-In-Seat Attendance Rate-External,1,454,Cardozo EC,2013-14,All Students,In-Seat Attendance Rate,72,84,External,1088,,,,,,,
454-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,454,Cardozo EC,2013-14,Black non-Hispanic,In-Seat Attendance Rate,69,83,External,665,,,,,,,
454-2013-14-Female-In-Seat Attendance Rate-External,1,454,Cardozo EC,2013-14,Female,In-Seat Attendance Rate,72,84,External,416,,,,,,,
